ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 15:44:22
LukeChange = 21.885756152603737, Volatility: 1.08125, ReinChange = 87.54302461041495, Volatility: 0.9944444444444445, KoenChange = 21.885756152603737, Volatility: 1.3416666666666668, LuddowChange = 21.885756152603737, Volatility: 1.55, JackChange = -21.96441116123843, Volatility: 1.08125, NielsChange = -44.7524877410233, Volatility: 1.3416666666666668, TomChange = -44.7524877410233, Volatility: 1.3416666666666668, ThomasChange = -87.85764464495372, Volatility: 1.1928571428571428, Team1Perf = 1423, Team2Perf = 744, DateOfMatch = 21/10/2022 19:38:41
ReinChange = -64.89154424962871, Volatility: 0.925, LukeChange = -16.222886062407177, Volatility: 0.9944444444444445, BradleyChange = -16.222886062407177, Volatility: 1.3416666666666668, AdamChange = -16.222886062407177, Volatility: 1.08125, ThomasChange = 64.53548639366366, Volatility: 1.08125, MossChange = 16.133871598415915, Volatility: 1.08125, AaronChange = 64.53548639366366, Volatility: 1.1928571428571428, AlexChange = 16.133871598415915, Volatility: 1.08125, Team1Perf = 938, Team2Perf = 1120, DateOfMatch = 21/10/2022 19:38:41
ReinChange = 490.7974650934311, Volatility: 0.8681818181818182, AdamChange = 122.69936627335777, Volatility: 0.9944444444444445, BradleyChange = 122.69936627335777, Volatility: 1.1928571428571428, TomChange = 122.69936627335777, Volatility: 1.1928571428571428, LukeChange = -122.82913821018839, Volatility: 0.925, MossChange = -122.82913821018839, Volatility: 0.9944444444444445, ThomasChange = -491.31655284075356, Volatility: 0.9944444444444445, JeftaChange = -230.30463414410323, Volatility: 1.55, Team1Perf = 2042, Team2Perf = 96, DateOfMatch = 21/10/2022 19:38:41
MarlonChange = -106.82140225640578, Volatility: 1.55, LuddowChange = -106.82140225640578, Volatility: 1.3416666666666668, ReinChange = -427.2856090256231, Volatility: 0.8208333333333333, MossChange = -106.82140225640578, Volatility: 0.925, LukeChange = 106.5361648672031, Volatility: 0.8681818181818182, TomChange = 426.1446594688124, Volatility: 1.08125, ThomasChange = 426.1446594688124, Volatility: 0.925, JackChange = 106.5361648672031, Volatility: 0.9944444444444445, Team1Perf = 663, Team2Perf = 1424, DateOfMatch = 21/10/2022 19:38:41
AlexChange = 24.03097427890432, Volatility: 0.9944444444444445, MossChange = 24.03097427890432, Volatility: 0.8681818181818182, ReinChange = 96.12389711561728, Volatility: 0.7807692307692307, HoekChange = 24.03097427890432, Volatility: 1.1928571428571428, LukeChange = -128.033894154244, Volatility: 0.8208333333333333, AdamChange = -71.61895954253023, Volatility: 0.925, RachelChange = -128.033894154244, Volatility: 1.55, JackChange = -32.008473538561, Volatility: 0.925, Team1Perf = 1259, Team2Perf = 539, DateOfMatch = 21/10/2022 19:38:41
ReinChange = 59.91495965981336, Volatility: 0.7464285714285714, LukeChange = 14.97873991495334, Volatility: 0.7807692307692307, MossChange = 14.97873991495334, Volatility: 0.8208333333333333, RachelChange = 14.97873991495334, Volatility: 1.3416666666666668, AdamChange = -15.018261656153745, Volatility: 0.8681818181818182, ThomasChange = -60.07304662461498, Volatility: 0.8681818181818182, KoenChange = -18.021913987384497, Volatility: 1.1928571428571428, NielsChange = -15.018261656153745, Volatility: 1.1928571428571428, Team1Perf = 1219, Team2Perf = 829, DateOfMatch = 21/10/2022 19:38:41
ReinChange = 219.37203617823795, Volatility: 0.7166666666666666, AlvesChange = 137.79306022445573, Volatility: 1.55, AlexChange = 54.84300904455949, Volatility: 0.925, MossChange = 54.84300904455949, Volatility: 0.7807692307692307, GarrettChange = -386.2319343738572, Volatility: 1.55, GallagherChange = -386.2319343738572, Volatility: 1.55, LukeChange = -96.5579835934643, Volatility: 0.7464285714285714, JackChange = -96.5579835934643, Volatility: 0.8681818181818182, Team1Perf = 1667, Team2Perf = 229, DateOfMatch = 21/10/2022 19:38:41
GallagherChange = 8.603171977979601, Volatility: 1.3416666666666668, JackChange = 8.603171977979601, Volatility: 0.8208333333333333, LuddowChange = 8.603171977979601, Volatility: 1.1928571428571428, ReinChange = 34.412687911918404, Volatility: 0.690625, LukeChange = -7.423312896326333, Volatility: 0.7166666666666666, GarrettChange = -7.423312896326333, Volatility: 1.3416666666666668, AlvesChange = -29.693251585305333, Volatility: 1.3416666666666668, AlexChange = -7.423312896326333, Volatility: 0.8681818181818182, Team1Perf = 1171, Team2Perf = 673, DateOfMatch = 21/10/2022 19:38:41
ReinChange = 18.103111125217577, Volatility: 0.6676470588235293, RikChange = 4.525777781304394, Volatility: 1.55, LukeChange = 4.525777781304394, Volatility: 0.690625, RachelChange = 4.525777781304394, Volatility: 1.1928571428571428, AlvesChange = -18.103111125217577, Volatility: 1.1928571428571428, AaronChange = -18.103111125217577, Volatility: 1.08125, JackChange = -4.525777781304394, Volatility: 0.7807692307692307, AlexChange = -4.525777781304394, Volatility: 0.8208333333333333, Team1Perf = 1260, Team2Perf = 800, DateOfMatch = 21/10/2022 19:38:41
LukeChange = 59.64543522720537, Volatility: 0.6676470588235293, AaronChange = 238.58174090882147, Volatility: 0.9944444444444445, AlexChange = 59.64543522720537, Volatility: 0.7807692307692307, RikChange = 238.58174090882147, Volatility: 1.3416666666666668, ReinChange = -238.74191663282875, Volatility: 0.6472222222222221, JackChange = -59.68547915820719, Volatility: 0.7464285714285714, RachelChange = -59.68547915820719, Volatility: 1.08125, AlvesChange = -59.68547915820719, Volatility: 1.08125, Team1Perf = 1601, Team2Perf = 456, DateOfMatch = 21/10/2022 19:38:41
ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 19:39:02
ReinChange = 154.7722008299064, Volatility: 1.3416666666666668, JackChange = 38.6930502074766, Volatility: 1.3416666666666668, AlexChange = 38.6930502074766, Volatility: 1.55, AaronChange = 38.6930502074766, Volatility: 1.55, MossChange = -77.38610041495319, Volatility: 1.55, AdamChange = -77.38610041495319, Volatility: 1.55, HoekChange = -154.77220082990638, Volatility: 1.3416666666666668, LukeChange = -77.38610041495319, Volatility: 1.55, Team1Perf = 1404, Team2Perf = 600, DateOfMatch = 21/10/2022 19:39:03
AronChange = 122.5935081212981, Volatility: 1.55, ReinChange = 490.3740324851924, Volatility: 1.1928571428571428, LukeChange = 122.5935081212981, Volatility: 1.3416666666666668, ThomasChange = 122.5935081212981, Volatility: 1.3416666666666668, JackChange = -490.63225999045056, Volatility: 1.1928571428571428, AdamChange = -122.65806499761264, Volatility: 1.3416666666666668, MossChange = -122.65806499761264, Volatility: 1.3416666666666668, AlexChange = -490.63225999045056, Volatility: 1.3416666666666668, Team1Perf = 1977, Team2Perf = 27, DateOfMatch = 21/10/2022 19:39:03
ReinChange = 88.55092286483452, Volatility: 1.08125, MossChange = 22.13773071620863, Volatility: 1.1928571428571428, AaronChange = 22.13773071620863, Volatility: 1.3416666666666668, AronChange = 22.13773071620863, Volatility: 1.3416666666666668, LukeChange = -88.62654278188391, Volatility: 1.1928571428571428, AdamChange = -22.156635695470978, Volatility: 1.1928571428571428, AlexChange = -22.156635695470978, Volatility: 1.1928571428571428, KoenChange = -88.62654278188391, Volatility: 1.55, Team1Perf = 1449, Team2Perf = 556, DateOfMatch = 21/10/2022 19:39:03
LukeChange = 11.63518587131761, Volatility: 1.08125, ReinChange = 46.54074348527044, Volatility: 0.9944444444444445, KoenChange = 11.63518587131761, Volatility: 1.3416666666666668, LuddowChange = 11.63518587131761, Volatility: 1.55, JackChange = -11.653982617474828, Volatility: 1.08125, NielsChange = -46.61593046989931, Volatility: 1.3416666666666668, TomChange = -46.61593046989931, Volatility: 1.3416666666666668, ThomasChange = -46.61593046989931, Volatility: 1.1928571428571428, Team1Perf = 1310, Team2Perf = 755, DateOfMatch = 21/10/2022 19:39:03
ReinChange = -108.37399731373677, Volatility: 0.925, LukeChange = -27.09349932843419, Volatility: 0.9944444444444445, BradleyChange = -27.09349932843419, Volatility: 1.3416666666666668, AdamChange = -27.09349932843419, Volatility: 1.08125, ThomasChange = 181.21298135141532, Volatility: 1.08125, MossChange = 45.30324533785383, Volatility: 1.08125, AaronChange = 181.21298135141532, Volatility: 1.1928571428571428, AlexChange = 45.30324533785383, Volatility: 1.08125, Team1Perf = 876, Team2Perf = 1140, DateOfMatch = 21/10/2022 19:39:03
ReinChange = 494.131090022307, Volatility: 0.8681818181818182, AdamChange = 123.53277250557674, Volatility: 0.9944444444444445, BradleyChange = 123.53277250557674, Volatility: 1.1928571428571428, TomChange = 123.53277250557674, Volatility: 1.1928571428571428, LukeChange = -123.56598916933194, Volatility: 0.925, MossChange = -123.56598916933194, Volatility: 0.9944444444444445, ThomasChange = -494.26395667732777, Volatility: 0.9944444444444445, JeftaChange = -123.56598916933194, Volatility: 1.55, Team1Perf = 2022, Team2Perf = 92, DateOfMatch = 21/10/2022 19:39:03
MarlonChange = -130.04334829431716, Volatility: 1.55, LuddowChange = -130.04334829431716, Volatility: 1.3416666666666668, ReinChange = -520.1733931772686, Volatility: 0.8208333333333333, MossChange = -130.04334829431716, Volatility: 0.925, LukeChange = 519.9702004455588, Volatility: 0.8681818181818182, TomChange = 519.9702004455588, Volatility: 1.08125, ThomasChange = 129.9925501113897, Volatility: 0.925, JackChange = 129.9925501113897, Volatility: 0.9944444444444445, Team1Perf = 596, Team2Perf = 1436, DateOfMatch = 21/10/2022 19:39:03
AlexChange = 36.88876723757941, Volatility: 0.9944444444444445, MossChange = 36.88876723757941, Volatility: 0.8681818181818182, ReinChange = 147.55506895031763, Volatility: 0.7807692307692307, HoekChange = 36.88876723757941, Volatility: 1.1928571428571428, LukeChange = -199.25052916631626, Volatility: 0.8208333333333333, AdamChange = -49.812632291579064, Volatility: 0.925, RachelChange = -199.25052916631626, Volatility: 1.55, JackChange = -49.812632291579064, Volatility: 0.925, Team1Perf = 1367, Team2Perf = 529, DateOfMatch = 21/10/2022 19:39:03
ReinChange = 0.707399818918431, Volatility: 0.7464285714285714, LukeChange = 0.707399818918431, Volatility: 0.7807692307692307, MossChange = 0.17684995472960774, Volatility: 0.8208333333333333, RachelChange = 0.17684995472960774, Volatility: 1.3416666666666668, AdamChange = -0.15719995975965131, Volatility: 0.8681818181818182, ThomasChange = -0.6287998390386053, Volatility: 0.8681818181818182, KoenChange = -0.6287998390386053, Volatility: 1.1928571428571428, NielsChange = -0.6287998390386053, Volatility: 1.1928571428571428, Team1Perf = 1100, Team2Perf = 902, DateOfMatch = 21/10/2022 19:39:03
ReinChange = 284.56632513417344, Volatility: 0.7166666666666666, AlvesChange = 71.14158128354336, Volatility: 1.55, AlexChange = 71.14158128354336, Volatility: 0.925, MossChange = 71.14158128354336, Volatility: 0.7807692307692307, GarrettChange = -388.5587354171049, Volatility: 1.55, GallagherChange = -388.5587354171049, Volatility: 1.55, LukeChange = -388.5587354171049, Volatility: 0.7464285714285714, JackChange = -97.13968385427623, Volatility: 0.8681818181818182, Team1Perf = 1736, Team2Perf = 219, DateOfMatch = 21/10/2022 19:39:03
GallagherChange = 12.742087555973658, Volatility: 1.3416666666666668, JackChange = 12.742087555973658, Volatility: 0.8208333333333333, LuddowChange = 12.742087555973658, Volatility: 1.1928571428571428, ReinChange = 50.96835022389463, Volatility: 0.690625, LukeChange = -12.212380769539138, Volatility: 0.7166666666666666, GarrettChange = -12.212380769539138, Volatility: 1.3416666666666668, AlvesChange = -48.84952307815655, Volatility: 1.3416666666666668, AlexChange = -12.212380769539138, Volatility: 0.8681818181818182, Team1Perf = 1180, Team2Perf = 624, DateOfMatch = 21/10/2022 19:39:03
ReinChange = 27.180275814540913, Volatility: 0.6676470588235293, RikChange = 6.795068953635228, Volatility: 1.55, LukeChange = 6.795068953635228, Volatility: 0.690625, RachelChange = 6.795068953635228, Volatility: 1.1928571428571428, AlvesChange = -27.40552671908131, Volatility: 1.1928571428571428, AaronChange = -27.40552671908131, Volatility: 1.08125, JackChange = -6.851381679770327, Volatility: 0.7807692307692307, AlexChange = -6.851381679770327, Volatility: 0.8208333333333333, Team1Perf = 1264, Team2Perf = 773, DateOfMatch = 21/10/2022 19:39:03
LukeChange = 52.6805460698538, Volatility: 0.6676470588235293, AaronChange = 210.7221842794152, Volatility: 0.9944444444444445, AlexChange = 52.6805460698538, Volatility: 0.7807692307692307, RikChange = 210.7221842794152, Volatility: 1.3416666666666668, ReinChange = -210.89357279855255, Volatility: 0.6472222222222221, JackChange = -52.72339319963814, Volatility: 0.7464285714285714, RachelChange = -52.72339319963814, Volatility: 1.08125, AlvesChange = -52.72339319963814, Volatility: 1.08125, Team1Perf = 1524, Team2Perf = 509, DateOfMatch = 21/10/2022 19:39:03
ReinChange = 16, Volatility: 1.55, BradleyChange = 16, Volatility: 1.55, ThomasChange = 16, Volatility: 1.55, HoekChange = 16, Volatility: 1.55, JackChange = -16, Volatility: 1.55, WesselChange = -16, Volatility: 1.55, TomChange = -16, Volatility: 1.55, NielsChange = -16, Volatility: 1.55, Team1Perf = 1200, Team2Perf = 800, DateOfMatch = 21/10/2022 19:42:01
ReinChange = 38.6930502074766, Volatility: 1.3416666666666668, JackChange = 38.6930502074766, Volatility: 1.3416666666666668, AlexChange = 38.6930502074766, Volatility: 1.55, AaronChange = 38.6930502074766, Volatility: 1.55, MossChange = -154.77220082990638, Volatility: 1.55, AdamChange = -154.77220082990638, Volatility: 1.55, HoekChange = -38.693050207476595, Volatility: 1.3416666666666668, LukeChange = -154.77220082990638, Volatility: 1.55, Team1Perf = 1404, Team2Perf = 600, DateOfMatch = 21/10/2022 19:42:02
AronChange = 122.04597992590693, Volatility: 1.55, ReinChange = 122.04597992590693, Volatility: 1.1928571428571428, LukeChange = 122.04597992590693, Volatility: 1.3416666666666668, ThomasChange = 122.04597992590693, Volatility: 1.3416666666666668, JackChange = -122.14145266118143, Volatility: 1.1928571428571428, AdamChange = -122.14145266118143, Volatility: 1.3416666666666668, MossChange = -122.14145266118143, Volatility: 1.3416666666666668, AlexChange = -122.14145266118143, Volatility: 1.3416666666666668, Team1Perf = 1938, Team2Perf = -21, DateOfMatch = 21/10/2022 19:42:02
ReinChange = 45.482428665482125, Volatility: 1.08125, MossChange = 45.482428665482125, Volatility: 1.1928571428571428, AaronChange = 45.482428665482125, Volatility: 1.3416666666666668, AronChange = 45.482428665482125, Volatility: 1.3416666666666668, LukeChange = -45.52922128756595, Volatility: 1.1928571428571428, AdamChange = -45.52922128756595, Volatility: 1.1928571428571428, AlexChange = -45.52922128756595, Volatility: 1.1928571428571428, KoenChange = -45.52922128756595, Volatility: 1.55, Team1Perf = 1502, Team2Perf = 416, DateOfMatch = 21/10/2022 19:42:02
LukeChange = 34.12782938585651, Volatility: 1.08125, ReinChange = 34.12782938585651, Volatility: 0.9944444444444445, KoenChange = 34.12782938585651, Volatility: 1.3416666666666668, LuddowChange = 34.12782938585651, Volatility: 1.55, JackChange = -34.195858281642266, Volatility: 1.08125, NielsChange = -34.195858281642266, Volatility: 1.3416666666666668, TomChange = -34.195858281642266, Volatility: 1.3416666666666668, ThomasChange = -34.195858281642266, Volatility: 1.1928571428571428, Team1Perf = 1402, Team2Perf = 625, DateOfMatch = 21/10/2022 19:42:02
ReinChange = -1.5225678336679394, Volatility: 0.925, LukeChange = -1.5225678336679394, Volatility: 0.9944444444444445, BradleyChange = -1.5225678336679394, Volatility: 1.3416666666666668, AdamChange = -1.5225678336679394, Volatility: 1.08125, ThomasChange = 1.5037706999189524, Volatility: 1.08125, MossChange = 1.5037706999189524, Volatility: 1.08125, AaronChange = 1.5037706999189524, Volatility: 1.1928571428571428, AlexChange = 1.5037706999189524, Volatility: 1.08125, Team1Perf = 958, Team2Perf = 978, DateOfMatch = 21/10/2022 19:42:02
ReinChange = 120.80904773438508, Volatility: 0.8681818181818182, AdamChange = 120.80904773438508, Volatility: 0.9944444444444445, BradleyChange = 120.80904773438508, Volatility: 1.1928571428571428, TomChange = 120.80904773438508, Volatility: 1.1928571428571428, LukeChange = -120.87045004581297, Volatility: 0.925, MossChange = -120.87045004581297, Volatility: 0.9944444444444445, ThomasChange = -120.87045004581297, Volatility: 0.9944444444444445, JeftaChange = -120.87045004581297, Volatility: 1.55, Team1Perf = 1959, Team2Perf = -25, DateOfMatch = 21/10/2022 19:42:02
